ID,Note,Amount,Category,Account,Currency,Date,Event,Exclude Report
1811,,-132,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,23/09/2025,,False
1812,,-60,กีฬา,บัวหลวง (ต่อ),THB,23/09/2025,,False
1813,,1530,เงินปันผล,บัวหลวง (ต่อ),THB,23/09/2025,,False
1814,,-848.14,ธุรกิจ,True (ต่อ),THB,23/09/2025,,False
1815,ได้รับจาก เงินเดือน (บัวหลวง),1000,โอนเงินเข้า,True (ต่อ),THB,23/09/2025,,True
1816,,20,ของขวัญ,บัวหลวง (ต่อ),THB,22/09/2025,,False
1817,,-100,โอนเงินออก,บัวหลวง (ต่อ),THB,22/09/2025,,False
1818,,-2600,สปา,บัวหลวง (ต่อ),THB,22/09/2025,,False
1819,,-20,ซื้อของ7,True (ต่อ),THB,22/09/2025,,False
1820,,-869,อาหาร & เครื่องดื่ม,เครดิตAeon,THB,22/09/2025,,False
1821,,-500,น้ำมันรถ,บัวหลวง (ต่อ),THB,21/09/2025,,False
1822,,-140,คาเฟ่,บัวหลวง (ต่อ),THB,21/09/2025,,False
1823,,-80,คาเฟ่,บัวหลวง (ต่อ),THB,21/09/2025,,False
1824,,-60,ข้าวเช้า,บัวหลวง (ต่อ),THB,21/09/2025,,False
1825,,-245,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,21/09/2025,,False
1826,,-400,สปา,บัวหลวง (ต่อ),THB,21/09/2025,,False
1827,ส่งไปยัง True,-253.39,โอนเงินออก,บัวหลวง (ต่อ),THB,20/09/2025,,True
1828,,-455,ข้าวเย็น,บัวหลวง (ต่อ),THB,20/09/2025,,False
1829,,-1100,สปา,บัวหลวง (ต่อ),THB,20/09/2025,,False
1830,ได้รับจาก เงินเดือน (บัวหลวง),253.39,โอนเงินเข้า,True (ต่อ),THB,20/09/2025,,True
1831,,-20,ซื้อของ7,บัวหลวง (ต่อ),THB,20/09/2025,,False
1832,,-221,ซื้อของ7,True (ต่อ),THB,20/09/2025,,False
1833,ส่งไปยัง True,-584,โอนเงินออก,บัวหลวง (ต่อ),THB,19/09/2025,,True
1834,,-37,ข้าวเช้า,บัวหลวง (ต่อ),THB,19/09/2025,,False
1835,,-110,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,19/09/2025,,False
1836,,-90,ข้าวเย็น,บัวหลวง (ต่อ),THB,19/09/2025,,False
1837,,-60,กีฬา,บัวหลวง (ต่อ),THB,19/09/2025,,False
1838,,1134,เงินปันผล,บัวหลวง (ต่อ),THB,19/09/2025,,False
1839,ลำปาง B2,-553.39,ท่องเที่ยว,True (ต่อ),THB,19/09/2025,,False
1840,ได้รับจาก เงินเดือน (บัวหลวง),584,โอนเงินเข้า,True (ต่อ),THB,19/09/2025,,True
1841,แก้ไขเงินคงเหลือ,-38237.56,ค่าใช้จ่ายอื่นๆ,บัวหลวง (ต่อ),THB,18/09/2025,,False
1842,,-158,ค่าใช้จ่ายอื่นๆ,บัวหลวง (ต่อ),THB,18/09/2025,,False
1843,,-37,ข้าวเช้า,บัวหลวง (ต่อ),THB,18/09/2025,,False
1844,,-122,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,18/09/2025,,False
1845,,-229,ข้าวเย็น,บัวหลวง (ต่อ),THB,18/09/2025,,False
1846,,-60,กีฬา,บัวหลวง (ต่อ),THB,18/09/2025,,False
1847,,-125,ช้อปปิ้ง,True (ต่อ),THB,18/09/2025,,False
1848,แก้ไขเงินคงเหลือ,141,รายได้อื่นๆ,True (ต่อ),THB,18/09/2025,,False
1849,,-37,ข้าวเช้า,บัวหลวง (ต่อ),THB,17/09/2025,,False
1850,,-155,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,17/09/2025,,False
1851,,-274,ข้าวเย็น,บัวหลวง (ต่อ),THB,17/09/2025,,False
1852,,-2597,ค่ายา,บัวหลวง (ต่อ),THB,17/09/2025,,False
1853,,-37,ข้าวเช้า,บัวหลวง (ต่อ),THB,16/09/2025,,False
1854,,-127,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,16/09/2025,,False
1855,,-575,ข้าวเย็น,บัวหลวง (ต่อ),THB,16/09/2025,,False
1856,,-49,ข้าวเช้า,บัวหลวง (ต่อ),THB,15/09/2025,,False
1857,,-140,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,15/09/2025,,False
1858,,-207,ข้าวเย็น,บัวหลวง (ต่อ),THB,15/09/2025,,False
1859,,-60,กีฬา,บัวหลวง (ต่อ),THB,15/09/2025,,False
1860,,-135,คาเฟ่,บัวหลวง (ต่อ),THB,14/09/2025,,False
1861,,-120,กีฬา,บัวหลวง (ต่อ),THB,14/09/2025,,False
1862,,-49,ข้าวเช้า,บัวหลวง (ต่อ),THB,13/09/2025,,False
1863,,-81,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,13/09/2025,,False
1864,,-212,ข้าวเย็น,บัวหลวง (ต่อ),THB,13/09/2025,,False
1865,,-600,ค่าส่วนกลางหมู่บ้าน,บัวหลวง (ต่อ),THB,12/09/2025,,False
1866,,-642,ค่าอินเตอร์เน็ต,บัวหลวง (ต่อ),THB,12/09/2025,,False
1867,,-105,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,12/09/2025,,False
1868,,-292,ข้าวเย็น,บัวหลวง (ต่อ),THB,12/09/2025,,False
1869,,-35,ขนม,บัวหลวง (ต่อ),THB,12/09/2025,,False
1870,,-25,ขนม,บัวหลวง (ต่อ),THB,12/09/2025,,False
1871,,1296,เงินปันผล,บัวหลวง (ต่อ),THB,12/09/2025,,False
1872,แก้ไขเงินคงเหลือ,-7222.89,ค่าใช้จ่ายอื่นๆ,บัวหลวง (ต่อ),THB,11/09/2025,,False
1873,แก้ไขเงินคงเหลือ,20069.88,รายได้อื่นๆ,บัวหลวง (ต่อ),THB,11/09/2025,,False
1874,,-49,ข้าวเช้า,บัวหลวง (ต่อ),THB,11/09/2025,,False
1875,,-422,เพื่อน & คนรัก,บัวหลวง (ต่อ),THB,24/07/2025,,False
1876,,-505,เพื่อน & คนรัก,บัวหลวง (ต่อ),THB,24/07/2025,,False
1877,,5000,โอนเงินเข้า,บัวหลวง (ต่อ),THB,24/07/2025,,False
1878,,-1127.85,ค่าไฟฟ้า,บัวหลวง (ต่อ),THB,24/07/2025,,False
1879,,-60,กีฬา,บัวหลวง (ต่อ),THB,23/07/2025,,False
1880,,3792.53,โอนเงินเข้า,บัวหลวง (ต่อ),THB,22/07/2025,,False
1881,,-60,กีฬา,บัวหลวง (ต่อ),THB,22/07/2025,,False
1882,,-60,กีฬา,บัวหลวง (ต่อ),THB,21/07/2025,,False
1883,,-418,ช้อปปิ้ง,บัวหลวง (ต่อ),THB,20/07/2025,,False
1884,,-900,บันเทิง,บัวหลวง (ต่อ),THB,20/07/2025,,False
1885,,-749,ค่าอินเตอร์เน็ต,บัวหลวง (ต่อ),THB,20/07/2025,,False
1886,,-80,กีฬา,บัวหลวง (ต่อ),THB,20/07/2025,,False
1887,Fitwhey,-2844,ค่ายา,บัวหลวง (ต่อ),THB,20/07/2025,,False
1888,,-60,กีฬา,บัวหลวง (ต่อ),THB,19/07/2025,,False
1889,,-6220,บันเทิง,บัวหลวง (ต่อ),THB,14/07/2025,,False
1890,,10000,โอนเงินเข้า,บัวหลวง (ต่อ),THB,14/07/2025,,False
1891,,-645,ช้อปปิ้ง,บัวหลวง (ต่อ),THB,13/07/2025,,False
1892,,-949.43,ช้อปปิ้ง,บัวหลวง (ต่อ),THB,12/07/2025,,False
1893,,-53,ช้อปปิ้ง,บัวหลวง (ต่อ),THB,12/07/2025,,False
1894,,-108.5,ค่าน้ำประปา,บัวหลวง (ต่อ),THB,09/07/2025,,False
1895,,-80,กีฬา,บัวหลวง (ต่อ),THB,09/07/2025,,False
1896,,-20000,การลงทุน,บัวหลวง (ต่อ),THB,07/07/2025,,False
1897,,-595,ค่ายา,บัวหลวง (ต่อ),THB,07/07/2025,,False
1898,,-1500,สปา,บัวหลวง (ต่อ),THB,07/07/2025,,False
1899,,-80,กีฬา,บัวหลวง (ต่อ),THB,06/07/2025,,False
1900,,-496,ช้อปปิ้ง,บัวหลวง (ต่อ),THB,05/07/2025,,False
1901,กยศ. แต,-12076.5,การศึกษา,บัวหลวง (ต่อ),THB,05/07/2025,,False
1902,,55475.2,เงินเดือน,บัวหลวง (ต่อ),THB,05/07/2025,,False
1903,,-600,ค่าส่วนกลางหมู่บ้าน,บัวหลวง (ต่อ),THB,05/07/2025,,False
1904,,-7206.25,จ่ายบัตรเครดิต,บัวหลวง (ต่อ),THB,05/07/2025,,False
1905,,-80,กีฬา,บัวหลวง (ต่อ),THB,05/07/2025,,False
1906,,-2232.64,shoppe,บัวหลวง (ต่อ),THB,05/07/2025,,False
1907,,-610.02,ปรับปรุงบ้าน,บัวหลวง (ต่อ),THB,02/07/2025,,False
1908,,-20,ค่าโทรศัพท์,บัวหลวง (ต่อ),THB,02/07/2025,,False
1909,,-80,กีฬา,บัวหลวง (ต่อ),THB,02/07/2025,,False
1910,ซื้อเครื่องดูดฝุ่น,-2194,ช้อปปิ้ง,บัวหลวง (ต่อ),THB,01/07/2025,,False
1911,,7452.12,โอนเงินเข้า,บัวหลวง (ต่อ),THB,01/07/2025,,False
1912,Fitwhey,-3450,ค่ายา,บัวหลวง (ต่อ),THB,01/07/2025,,False
1913,,-600,สปา,บัวหลวง (ต่อ),THB,01/07/2025,,False
1914,,24.47,เก็บดอกเบี้ย,บัวหลวง (ต่อ),THB,26/06/2025,,False
1915,,-13000,ค่าผ่อนบ้าน,บัวหลวง (ต่อ),THB,25/06/2025,,False
1916,,-270,ช้อปปิ้ง,บัวหลวง (ต่อ),THB,24/06/2025,,False
1917,,-1112,จ่ายบัตรเครดิต,บัวหลวง (ต่อ),THB,24/06/2025,,False
1918,,5000,โอนเงินเข้า,บัวหลวง (ต่อ),THB,23/06/2025,,False
1919,,-1052.2,ค่าไฟฟ้า,บัวหลวง (ต่อ),THB,23/06/2025,,False
1920,,-80,กีฬา,บัวหลวง (ต่อ),THB,22/06/2025,,False
1921,,-1800,สปา,บัวหลวง (ต่อ),THB,22/06/2025,,False
1922,,-749,ค่าอินเตอร์เน็ต,บัวหลวง (ต่อ),THB,20/06/2025,,False
1923,,-350,ค่าใช้จ่ายอื่นๆ,บัวหลวง (ต่อ),THB,18/06/2025,,False
1924,,-45000,การลงทุน,บัวหลวง (ต่อ),THB,16/06/2025,,False
1925,,-760,ของเล่น,บัวหลวง (ต่อ),THB,16/06/2025,,False
1926,,-541,ช้อปปิ้ง,บัวหลวง (ต่อ),THB,15/06/2025,,False
1927,,-80,กีฬา,บัวหลวง (ต่อ),THB,15/06/2025,,False
1928,,49694.64,โบนัส,บัวหลวง (ต่อ),THB,15/06/2025,,False
1929,,-20,ช้อปปิ้ง,บัวหลวง (ต่อ),THB,13/06/2025,,False
1930,,-190,ค่าใช้จ่ายอื่นๆ,บัวหลวง (ต่อ),THB,13/06/2025,,False
1931,พรบ.,-1878.74,การเดินทาง,บัวหลวง (ต่อ),THB,11/06/2025,,False
1932,,-70,กีฬา,บัวหลวง (ต่อ),THB,11/06/2025,,False
1933,Fitwhey,-2750,ค่ายา,บัวหลวง (ต่อ),THB,10/06/2025,,False
1934,,634.81,โอนเงินเข้า,บัวหลวง (ต่อ),THB,09/06/2025,,False
1935,,-638,ช้อปปิ้ง,บัวหลวง (ต่อ),THB,08/06/2025,,False
1936,,-98,ค่าใช้จ่ายอื่นๆ,บัวหลวง (ต่อ),THB,08/06/2025,,False
1937,,-60,กีฬา,บัวหลวง (ต่อ),THB,08/06/2025,,False
1938,,-500,ค่าใช้จ่ายอื่นๆ,บัวหลวง (ต่อ),THB,06/06/2025,,False
1939,,-86.67,ค่าน้ำประปา,บัวหลวง (ต่อ),THB,06/06/2025,,False
1940,,-110,ช้อปปิ้ง,บัวหลวง (ต่อ),THB,05/06/2025,,False
1941,,-15000,การลงทุน,บัวหลวง (ต่อ),THB,05/06/2025,,False
1942,,-48,ค่าใช้จ่ายอื่นๆ,บัวหลวง (ต่อ),THB,05/06/2025,,False
1943,,55549.6,เงินเดือน,บัวหลวง (ต่อ),THB,05/06/2025,,False
1944,จ่ายบิล,-600,ค่าส่วนกลางหมู่บ้าน,บัวหลวง (ต่อ),THB,05/06/2025,,False
1945,,-7259.25,จ่ายบัตรเครดิต,บัวหลวง (ต่อ),THB,05/06/2025,,False
1946,,-2100,สปา,บัวหลวง (ต่อ),THB,05/06/2025,,False
1947,,-90,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,04/06/2025,,False
1948,,-145,ข้าวเย็น,บัวหลวง (ต่อ),THB,04/06/2025,,False
1949,,30,โอนเงินเข้า,บัวหลวง (ต่อ),THB,03/06/2025,,False
1950,,-126,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,03/06/2025,,False
1951,,-417,ค่าใช้จ่ายอื่นๆ,บัวหลวง (ต่อ),THB,02/06/2025,,False
1952,,-122,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,02/06/2025,,False
1953,,-3784,shoppe,บัวหลวง (ต่อ),THB,02/06/2025,,False
1954,,-131,อาหาร & เครื่องดื่ม,บัวหลวง (ต่อ),THB,31/05/2025,,False
1955,,-220,อาหาร & เครื่องดื่ม,บัวหลวง (ต่อ),THB,31/05/2025,,False
1956,,200,โอนเงินเข้า,บัวหลวง (ต่อ),THB,31/05/2025,,False
1957,,-169,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,31/05/2025,,False
1958,,-25,คาเฟ่,บัวหลวง (ต่อ),THB,30/05/2025,,False
1959,,-121,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,30/05/2025,,False
1960,,-100,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,29/05/2025,,False
1961,,-86,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,28/05/2025,,False
1962,,-177,อาหาร & เครื่องดื่ม,บัวหลวง (ต่อ),THB,27/05/2025,,False
1963,,-96,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,27/05/2025,,False
1964,โอนซื้อfitwhay,-1622.07,อาหาร & เครื่องดื่ม,บัวหลวง (ต่อ),THB,26/05/2025,,False
1965,,1622.07,รายได้อื่นๆ,บัวหลวง (ต่อ),THB,26/05/2025,,False
1966,,-25,คาเฟ่,บัวหลวง (ต่อ),THB,26/05/2025,,False
1967,,-86,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,26/05/2025,,False
1968,Fitwhey,-3705,ค่ายา,บัวหลวง (ต่อ),THB,26/05/2025,,False
1969,,1980,เงินปันผล,บัวหลวง (ต่อ),THB,26/05/2025,,False
1970,,-90,บันเทิง,บัวหลวง (ต่อ),THB,25/05/2025,,False
1971,,-945,ค่าใช้จ่ายอื่นๆ,บัวหลวง (ต่อ),THB,25/05/2025,,False
1972,,95,โอนเงินเข้า,บัวหลวง (ต่อ),THB,25/05/2025,,False
1973,,-1350.07,ค่าไฟฟ้า,บัวหลวง (ต่อ),THB,25/05/2025,,False
1974,,-13000,ค่าผ่อนบ้าน,บัวหลวง (ต่อ),THB,25/05/2025,,False
1975,,-95,ข้าวเช้า,บัวหลวง (ต่อ),THB,25/05/2025,,False
1976,,-100,ค่าใช้จ่ายอื่นๆ,บัวหลวง (ต่อ),THB,24/05/2025,,False
1977,,5000,โอนเงินเข้า,บัวหลวง (ต่อ),THB,24/05/2025,,False
1978,,-50,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,24/05/2025,,False
1979,,-50,คาเฟ่,บัวหลวง (ต่อ),THB,23/05/2025,,False
1980,,-47,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,23/05/2025,,False
1981,,-78,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,23/05/2025,,False
1982,,-388,ข้าวเย็น,บัวหลวง (ต่อ),THB,23/05/2025,,False
1983,,-600,ปาตี้,บัวหลวง (ต่อ),THB,23/05/2025,,False
1984,,-500,สปา,บัวหลวง (ต่อ),THB,23/05/2025,,False
1985,,972,เงินปันผล,บัวหลวง (ต่อ),THB,23/05/2025,,False
1986,,-5315.32,การลงทุน,บัวหลวง (ต่อ),THB,22/05/2025,,False
1987,,-88,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,22/05/2025,,False
1988,,-50,ข้าวเย็น,บัวหลวง (ต่อ),THB,22/05/2025,,False
1989,,4567.5,เงินปันผล,บัวหลวง (ต่อ),THB,22/05/2025,,False
1990,,-25,คาเฟ่,บัวหลวง (ต่อ),THB,21/05/2025,,False
1991,,-80,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,21/05/2025,,False
1992,,-290,ข้าวเย็น,บัวหลวง (ต่อ),THB,21/05/2025,,False
1993,,-749,ค่าอินเตอร์เน็ต,บัวหลวง (ต่อ),THB,20/05/2025,,False
1994,,-25,คาเฟ่,บัวหลวง (ต่อ),THB,20/05/2025,,False
1995,,-86,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,20/05/2025,,False
1996,,-500,น้ำมันรถ,บัวหลวง (ต่อ),THB,19/05/2025,,False
1997,,-25,คาเฟ่,บัวหลวง (ต่อ),THB,19/05/2025,,False
1998,,-157,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,19/05/2025,,False
1999,,-90,น้ำมันรถ,บัวหลวง (ต่อ),THB,18/05/2025,,False
2000,,-86,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,18/05/2025,,False
2001,,-25,คาเฟ่,บัวหลวง (ต่อ),THB,17/05/2025,,False
2002,,-90,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,17/05/2025,,False
2003,,-60,กีฬา,บัวหลวง (ต่อ),THB,17/05/2025,,False
2004,,-90,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,16/05/2025,,False
2005,,600,โอนเงินเข้า,บัวหลวง (ต่อ),THB,15/05/2025,,False
2006,,-117,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,15/05/2025,,False
2007,,-118,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,14/05/2025,,False
2008,,-55,ข้าวเย็น,บัวหลวง (ต่อ),THB,14/05/2025,,False
2009,,-110,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,13/05/2025,,False
2010,,-1500,สปา,บัวหลวง (ต่อ),THB,13/05/2025,,False
2011,,-105,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,12/05/2025,,False
2012,,-60,กีฬา,บัวหลวง (ต่อ),THB,12/05/2025,,False
2013,,-697,ช้อปปิ้ง,บัวหลวง (ต่อ),THB,11/05/2025,,False
2014,,-83,ข้าวเช้า,บัวหลวง (ต่อ),THB,11/05/2025,,False
2015,,-70,กีฬา,บัวหลวง (ต่อ),THB,11/05/2025,,False
2016,,-111,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,10/05/2025,,False
2017,,-55,ข้าวเย็น,บัวหลวง (ต่อ),THB,10/05/2025,,False
2018,,-102,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,09/05/2025,,False
2019,,-5000,การลงทุน,บัวหลวง (ต่อ),THB,08/05/2025,,False
2020,,-102,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,08/05/2025,,False
2021,,-55,ข้าวเย็น,บัวหลวง (ต่อ),THB,08/05/2025,,False
2022,,5985,เงินปันผล,บัวหลวง (ต่อ),THB,08/05/2025,,False
2023,,-694,ค่าใช้จ่ายอื่นๆ,บัวหลวง (ต่อ),THB,07/05/2025,,False
2024,,-141.24,ค่าน้ำประปา,บัวหลวง (ต่อ),THB,07/05/2025,,False
2025,,-106,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,07/05/2025,,False
2026,,-55,ข้าวเย็น,บัวหลวง (ต่อ),THB,07/05/2025,,False
2027,Fitway,-3627,ค่ายา,บัวหลวง (ต่อ),THB,07/05/2025,,False
2028,,-15000,การลงทุน,บัวหลวง (ต่อ),THB,06/05/2025,,False
2029,,-90,น้ำมันรถ,บัวหลวง (ต่อ),THB,06/05/2025,,False
2030,,-105,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,06/05/2025,,False
2031,,51963.35,เงินเดือน,บัวหลวง (ต่อ),THB,05/05/2025,,False
2032,,-500,น้ำมันรถ,บัวหลวง (ต่อ),THB,05/05/2025,,False
2033,จ่ายบิล,-600,ค่าส่วนกลางหมู่บ้าน,บัวหลวง (ต่อ),THB,05/05/2025,,False
2034,,-3789,จ่ายบัตรเครดิต,บัวหลวง (ต่อ),THB,05/05/2025,,False
2035,,-60,กีฬา,บัวหลวง (ต่อ),THB,05/05/2025,,False
2036,,-1600,สปา,บัวหลวง (ต่อ),THB,05/05/2025,,False
2037,,-70,ค่าใช้จ่ายอื่นๆ,บัวหลวง (ต่อ),THB,04/05/2025,,False
2038,,-83,ข้าวเช้า,บัวหลวง (ต่อ),THB,04/05/2025,,False
2039,,-426.93,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,03/05/2025,,False
2040,,-77,ค่าใช้จ่ายอื่นๆ,บัวหลวง (ต่อ),THB,02/05/2025,,False
2041,,-69,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,02/05/2025,,False
2042,,-120,ช้อปปิ้ง,บัวหลวง (ต่อ),THB,01/05/2025,,False
2043,,-2500,สปา,บัวหลวง (ต่อ),THB,01/05/2025,,False
2044,,-8971.56,จ่ายบัตรเครดิต,บัวหลวง (ต่อ),THB,30/04/2025,,False
2045,,-299,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,29/04/2025,,False
2046,,-129,ล้างรถ,บัวหลวง (ต่อ),THB,27/04/2025,,False
2047,,-94,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,26/04/2025,,False
2048,,-6500,ค่าผ่อนบ้าน,บัวหลวง (ต่อ),THB,25/04/2025,,False
2049,,-72,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,25/04/2025,,False
2050,,-358,หนังสือ,บัวหลวง (ต่อ),THB,24/04/2025,,False
2051,,-63,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,24/04/2025,,False
2052,,-700,บันเทิง,บัวหลวง (ต่อ),THB,23/04/2025,,False
2053,,-18,ค่าใช้จ่ายอื่นๆ,บัวหลวง (ต่อ),THB,23/04/2025,,False
2054,,5000,โอนเงินเข้า,บัวหลวง (ต่อ),THB,23/04/2025,,False
2055,,-949.95,ค่าไฟฟ้า,บัวหลวง (ต่อ),THB,23/04/2025,,False
2056,,-349,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,23/04/2025,,False
2057,,-107,ข้าวเย็น,บัวหลวง (ต่อ),THB,23/04/2025,,False
2058,,-298,กีฬา,บัวหลวง (ต่อ),THB,23/04/2025,,False
2059,,-1500,สปา,บัวหลวง (ต่อ),THB,23/04/2025,,False
2060,,-77,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,22/04/2025,,False
2061,,-145,ข้าวเย็น,บัวหลวง (ต่อ),THB,22/04/2025,,False
2062,,-84,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,21/04/2025,,False
2063,,-65,ข้าวเย็น,บัวหลวง (ต่อ),THB,21/04/2025,,False
2064,,-100,น้ำมันรถ,บัวหลวง (ต่อ),THB,20/04/2025,,False
2065,,-749,ค่าอินเตอร์เน็ต,บัวหลวง (ต่อ),THB,20/04/2025,,False
2066,,-110,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,20/04/2025,,False
2067,,-74,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,19/04/2025,,False
2068,,-37,ข้าวเย็น,บัวหลวง (ต่อ),THB,19/04/2025,,False
2069,,-82,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,18/04/2025,,False
2070,,-75,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,17/04/2025,,False
2071,,-300,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,15/04/2025,,False
2072,,-55,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,14/04/2025,,False
2073,,-85,ข้าวเย็น,บัวหลวง (ต่อ),THB,13/04/2025,,False
2074,,-1000,สปา,บัวหลวง (ต่อ),THB,13/04/2025,,False
2075,,-500,น้ำมันรถ,บัวหลวง (ต่อ),THB,12/04/2025,,False
2076,,-481.5,ปาตี้,บัวหลวง (ต่อ),THB,12/04/2025,,False
2077,หยุดงาน สงกราน2วัน,-789,ช้อปปิ้ง,บัวหลวง (ต่อ),THB,11/04/2025,,False
2078,,-97,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,11/04/2025,,False
2079,,-77,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,10/04/2025,,False
2080,,-6,อาหาร & เครื่องดื่ม,บัวหลวง (ต่อ),THB,09/04/2025,,False
2081,,-52,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,09/04/2025,,False
2082,,-20000,การลงทุน,บัวหลวง (ต่อ),THB,08/04/2025,,False
2083,,-57,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,08/04/2025,,False
2084,,-209,ข้าวเย็น,บัวหลวง (ต่อ),THB,08/04/2025,,False
2085,,-450,ปาตี้,บัวหลวง (ต่อ),THB,08/04/2025,,False
2086,ทำอาหาร tempe,-434,ช้อปปิ้ง,บัวหลวง (ต่อ),THB,07/04/2025,,False
2087,,-60,ค่าใช้จ่ายอื่นๆ,บัวหลวง (ต่อ),THB,07/04/2025,,False
2088,ค่าแบตรถ,-2461,ค่าใช้จ่ายอื่นๆ,บัวหลวง (ต่อ),THB,07/04/2025,,False
2089,,-90,น้ำมันรถ,บัวหลวง (ต่อ),THB,07/04/2025,,False
2090,,-500,น้ำมันรถ,บัวหลวง (ต่อ),THB,07/04/2025,,False
2091,,-20,ค่าโทรศัพท์,บัวหลวง (ต่อ),THB,07/04/2025,,False
2092,,-350,ตัดผม,บัวหลวง (ต่อ),THB,07/04/2025,,False
2093,,-38,ผลไม้,บัวหลวง (ต่อ),THB,07/04/2025,,False
2094,,-135,ข้าวเช้า,บัวหลวง (ต่อ),THB,06/04/2025,,False
2095,,-178,ข้าวเย็น,บัวหลวง (ต่อ),THB,06/04/2025,,False
2096,,-1000,ตัดหญ้า แต่งกิ่ง,บัวหลวง (ต่อ),THB,06/04/2025,,False
2097,ไซรัป,-447,ช้อปปิ้ง,บัวหลวง (ต่อ),THB,05/04/2025,,False
2098,,58234.8,เงินเดือน,บัวหลวง (ต่อ),THB,05/04/2025,,False
2099,,-600,ค่าส่วนกลางหมู่บ้าน,บัวหลวง (ต่อ),THB,05/04/2025,,False
2100,จ่ายบิล,-8897.45,จ่ายบัตรเครดิต,บัวหลวง (ต่อ),THB,05/04/2025,,False
2101,,-45,ข้าวเช้า,บัวหลวง (ต่อ),THB,05/04/2025,,False
2102,,-93,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,05/04/2025,,False
2103,,-65,ข้าวเย็น,บัวหลวง (ต่อ),THB,05/04/2025,,False
2104,,-2652,สุขภาพ & ฟิตเนส,บัวหลวง (ต่อ),THB,04/04/2025,,False
2105,,-25,คาเฟ่,บัวหลวง (ต่อ),THB,04/04/2025,,False
2106,,-76,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,04/04/2025,,False
2107,,-42,ข้าวเย็น,บัวหลวง (ต่อ),THB,04/04/2025,,False
2108,,-100,ขนม,บัวหลวง (ต่อ),THB,04/04/2025,,False
2109,,-25,คาเฟ่,บัวหลวง (ต่อ),THB,03/04/2025,,False
2110,,-81,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,03/04/2025,,False
2111,,-44,ข้าวเย็น,บัวหลวง (ต่อ),THB,03/04/2025,,False
2112,,-25,คาเฟ่,บัวหลวง (ต่อ),THB,02/04/2025,,False
2113,,-45,ข้าวเช้า,บัวหลวง (ต่อ),THB,02/04/2025,,False
